0.00000000, Started Game
22.49582000, Stopped Game
0.00000000, Started Game
47.68654000, Stopped Game
0.00000000, Started Game
10.59445000, Stopped Game
0.00000000, Started Game
63.75650000, Stopped Game
0.00000000, Started Game
0.02000000, D_Obj, isSubmenuVisible, Cube
57.15765000, D_Obj, isInvisible, Ob_PUSHILIN_butterfly(Clone)
57.19107000, D_Obj, isVisible, Cube
57.25763000, D_Obj, isInvisible, Cube.001
57.25763000, D_Obj, isInvisible, DoorWay
57.69599000, D_Obj, isVisible, topLevelMenu
57.73368000, D_Obj, isVisible, Cube.002
57.85629000, D_Obj, isInvisible, Ob_bubble(Clone)
58.14829000, D_Obj, isVisible, Ob_bubble(Clone)
58.16945000, D_Obj, isInvisible, Cube.002
58.91605000, D_Obj, isInvisible, Cube
59.01995000, D_Obj, isVisible, Cube
59.23997000, D_Obj, isInvisible, topLevelMenu
59.26807000, D_Obj, isVisible, Cube.001
59.43568000, D_Obj, isInvisible, Cube
59.72679000, D_Obj, isVisible, topLevelMenu
59.96784000, D_Obj, isVisible, Cube.002
60.42551000, D_Obj, isInvisible, topLevelMenu
60.42551000, D_Obj, isVisible, submenu_Person
61.55989000, D_Obj, isInvisible, Cube.001
61.59403000, D_Obj, isInvisible, Ob_bubble(Clone)
61.72761000, D_Obj, isVisible, Cube.001
61.92928000, D_Obj, isInvisible, submenu_Person
62.15213000, D_Obj, isInvisible, Cube.001
62.51028000, D_Obj, isVisible, Ob_bubble(Clone)
62.56631000, D_Obj, isVisible, Cube
62.76719000, D_Obj, isInvisible, Cube.002
64.29363000, D_Obj, isVisible, DoorWay
64.61002000, D_Obj, isInvisible, DoorWay
66.12884000, D_Obj, isVisible, DoorWay
66.21906000, D_Obj, isVisible, Cube.001
66.24146000, D_Obj, isVisible, Ob_PUSHILIN_butterfly(Clone)
67.14516000, D_Obj, isInvisible, Cube
69.39938000, D_Obj, isInvisible, Ob_PUSHILIN_butterfly(Clone)
69.39938000, D_Obj, isVisible, Cube
69.46574000, D_Obj, isInvisible, DoorWay
69.52165000, D_Obj, isInvisible, Cube.001
69.65648000, D_Obj, isVisible, Cube.001
69.70274000, D_Obj, isInvisible, Cube
69.73795000, D_Obj, isVisible, DoorWay
69.81516000, D_Obj, isVisible, Ob_PUSHILIN_butterfly(Clone)
71.93797000, D_Obj, isVisible, Cube
72.40485000, D_Obj, isInvisible, Cube
72.50497000, D_Obj, isInvisible, Ob_PUSHILIN_butterfly(Clone)
72.52777000, D_Obj, isInvisible, DoorWay
72.61615000, D_Obj, isVisible, Cube.002
72.62762000, D_Obj, isInvisible, Ob_bubble(Clone)
72.74976000, D_Obj, isVisible, Ob_NOVELO_SHEEP(Clone)
72.86244000, D_Obj, isInvisible, Cube.001
73.09923000, D_Obj, isInvisible, Ob_NOVELO_SHEEP(Clone)
73.49004000, D_Obj, isVisible, topLevelMenu
73.76099000, D_Obj, isVisible, Cube
73.85092000, D_Obj, isInvisible, Cube
74.28702000, D_Obj, isInvisible, Cube.002
74.29736000, D_Obj, isInvisible, topLevelMenu
74.43581000, D_Obj, isVisible, Cube.002
74.59223000, D_Obj, isVisible, Cube.001
74.79369000, D_Obj, isVisible, topLevelMenu
75.49210000, D_Obj, isInvisible, topLevelMenu
75.49210000, D_Obj, isVisible, submenu_Person
75.94444000, D_Obj, isVisible, Ob_NOVELO_SHEEP(Clone)
75.95652000, D_Obj, isInvisible, Cube.001
76.23785000, D_Obj, isInvisible, Ob_NOVELO_SHEEP(Clone)
76.28259000, D_Obj, isVisible, Cube.001
76.74106000, D_Obj, isInvisible, Cube.002
76.79691000, D_Obj, isVisible, Ob_bubble(Clone)
76.97489000, D_Obj, isInvisible, submenu_Person
76.97489000, D_Obj, isVisible, Ob_11554_pilgrim_female_V2_L2(Clone)
77.70110000, D_Obj, isInvisible, Cube.001
77.73317000, D_Obj, isVisible, Cube
77.95604000, D_Obj, isInvisible, Ob_bubble(Clone)
80.65036000, D_Obj, isVisible, Ob_bubble(Clone)
80.94065000, D_Obj, isVisible, Cube.001
80.98540000, D_Obj, isInvisible, Cube
81.09749000, D_Obj, isVisible, Cube
81.18674000, D_Obj, isInvisible, Cube.001
81.46555000, D_Obj, isInvisible, Ob_bubble(Clone)
82.57112000, D_Obj, isInvisible, Cube
82.67125000, D_Obj, isVisible, Cube.001
82.68239000, D_Obj, isVisible, Ob_bubble(Clone)
84.06772000, D_Obj, isVisible, DoorWay
84.31249000, D_Obj, isInvisible, DoorWay
84.83846000, D_Obj, isInvisible, Ob_bubble(Clone)
85.30531000, D_Obj, isVisible, Ob_bubble(Clone)
85.47323000, D_Obj, isVisible, DoorWay
87.26241000, D_Obj, isVisible, Ob_PUSHILIN_butterfly(Clone)
88.45688000, D_Obj, isInvisible, Ob_PUSHILIN_butterfly(Clone)
88.61368000, D_Obj, isInvisible, DoorWay
90.98055000, D_Obj, isVisible, DoorWay
93.00387000, D_Obj, isInvisible, DoorWay
96.02743000, D_Obj, isInvisible, Cube.001
96.02743000, D_Obj, isVisible, Cube.002
96.14989000, D_Obj, isInvisible, Ob_11554_pilgrim_female_V2_L2(Clone)
96.20615000, D_Obj, isInvisible, Ob_bubble(Clone)
96.84659000, D_Obj, isVisible, Ob_11554_pilgrim_female_V2_L2(Clone)
97.19251000, D_Obj, isVisible, Cube.001
97.34943000, D_Obj, isVisible, topLevelMenu
97.38519000, D_Obj, isVisible, Ob_bubble(Clone)
97.87695000, D_Obj, isInvisible, Ob_bubble(Clone)
98.25651000, D_Obj, isInvisible, topLevelMenu
98.25651000, D_Obj, isVisible, submenu_Nature
98.78075000, D_Obj, isInvisible, Ob_11554_pilgrim_female_V2_L2(Clone)
98.88092000, D_Obj, isVisible, Ob_11554_pilgrim_female_V2_L2(Clone)
99.46212000, D_Obj, isInvisible, submenu_Nature
99.93752000, D_Obj, isInvisible, Cube.001
100.24140000, D_Obj, isVisible, Ob_bubble(Clone)
100.44260000, D_Obj, isInvisible, Cube.002
100.91220000, D_Obj, isVisible, Cube.002
101.17950000, D_Obj, isInvisible, Ob_bubble(Clone)
102.85570000, D_Obj, isVisible, Ob_bubble(Clone)
102.88910000, D_Obj, isInvisible, Cube.002
102.98990000, D_Obj, isVisible, Cube
103.03400000, D_Obj, isVisible, DoorWay
103.11280000, D_Obj, isVisible, Ob_PUSHILIN_butterfly(Clone)
103.16970000, D_Obj, isVisible, Cube.001
103.52550000, D_Obj, isInvisible, Cube.001
103.62550000, D_Obj, isInvisible, Ob_11554_pilgrim_female_V2_L2(Clone)
103.93870000, D_Obj, isVisible, Ob_11554_pilgrim_female_V2_L2(Clone)
104.19620000, D_Obj, isVisible, Cube.001
105.46850000, D_Obj, isInvisible, Cube
105.46850000, D_Obj, isInvisible, Ob_PUSHILIN_butterfly(Clone)
105.54660000, D_Obj, isInvisible, DoorWay
105.71310000, D_Obj, isVisible, Cube.002
105.73590000, D_Obj, isInvisible, Ob_bubble(Clone)
105.90360000, D_Obj, isInvisible, Cube.001
105.93780000, D_Obj, isInvisible, Ob_11554_pilgrim_female_V2_L2(Clone)
106.02800000, D_Obj, isVisible, topLevelMenu
106.67740000, D_Obj, isVisible, Cube.001
107.15780000, D_Obj, isInvisible, topLevelMenu
107.15780000, D_Obj, isVisible, submenu_Nature
107.56020000, D_Obj, isVisible, Ob_11554_pilgrim_female_V2_L2(Clone)
108.58950000, D_Obj, isInvisible, submenu_Nature
109.24840000, D_Obj, isVisible, Ob_bubble(Clone)
109.31770000, D_Obj, isInvisible, Cube.002
111.18760000, D_Obj, isInvisible, Cube.001
112.73020000, D_Obj, isVisible, Cube.001
114.44960000, D_Obj, isVisible, Cube.002
114.47260000, D_Obj, isInvisible, Ob_bubble(Clone)
115.00830000, D_Obj, isInvisible, Ob_11554_pilgrim_female_V2_L2(Clone)
115.78910000, D_Obj, isVisible, Ob_NOVELO_SHEEP(Clone)
116.07980000, D_Obj, isInvisible, Ob_NOVELO_SHEEP(Clone)
116.95100000, D_Obj, isInvisible, Cube.001
121.03890000, D_Obj, isInvisible, Cube.002
121.17360000, D_Obj, isVisible, Cube.002
122.06700000, D_Obj, isInvisible, Cube.002
122.08950000, D_Obj, isVisible, Cube.001
122.58120000, D_Obj, isVisible, Ob_11554_pilgrim_female_V2_L2(Clone)
122.82820000, D_Obj, isInvisible, Ob_11554_pilgrim_female_V2_L2(Clone)
123.07310000, D_Obj, isVisible, Cube.002
123.65590000, D_Obj, isInvisible, Cube.001
125.75390000, D_Obj, isVisible, Cube.001
125.97710000, D_Obj, isInvisible, Cube.002
126.04430000, D_Obj, isVisible, Ob_11554_pilgrim_female_V2_L2(Clone)
126.11130000, D_Obj, isInvisible, Ob_11554_pilgrim_female_V2_L2(Clone)
126.26720000, D_Obj, isVisible, Cube.002
126.31100000, D_Obj, isInvisible, Cube.001
126.64650000, D_Obj, isVisible, Cube.001
126.84780000, D_Obj, isInvisible, Cube.002
126.84780000, D_Obj, isVisible, Ob_11554_pilgrim_female_V2_L2(Clone)
126.95990000, D_Obj, isVisible, Ob_bubble(Clone)
127.16100000, D_Obj, isInvisible, Ob_bubble(Clone)
127.18340000, D_Obj, isVisible, Ob_bubble(Clone)
128.85880000, D_Obj, isInvisible, Ob_11554_pilgrim_female_V2_L2(Clone)
128.94720000, D_Obj, isInvisible, Ob_bubble(Clone)
129.03740000, D_Obj, isVisible, Cube.002
129.12560000, D_Obj, isInvisible, Cube.001
130.26480000, D_Obj, isVisible, Cube.001
130.44460000, D_Obj, isVisible, Ob_11554_pilgrim_female_V2_L2(Clone)
130.57950000, D_Obj, isInvisible, Cube.002
131.04950000, D_Obj, isVisible, Cube.002
131.11470000, D_Obj, isInvisible, Ob_11554_pilgrim_female_V2_L2(Clone)
132.65590000, D_Obj, isVisible, Ob_11554_pilgrim_female_V2_L2(Clone)
132.90230000, D_Obj, isVisible, Ob_NOVELO_SHEEP(Clone)
133.16940000, D_Obj, isInvisible, Ob_11554_pilgrim_female_V2_L2(Clone)
133.19260000, D_Obj, isVisible, Ob_11554_pilgrim_female_V2_L2(Clone)
133.23600000, D_Obj, isInvisible, Ob_11554_pilgrim_female_V2_L2(Clone)
133.32570000, D_Obj, isVisible, Ob_11554_pilgrim_female_V2_L2(Clone)
133.39400000, D_Obj, isInvisible, Ob_11554_pilgrim_female_V2_L2(Clone)
133.66320000, D_Obj, isVisible, Ob_11554_pilgrim_female_V2_L2(Clone)
133.75120000, D_Obj, isVisible, Ob_bubble(Clone)
133.77240000, D_Obj, isInvisible, Ob_NOVELO_SHEEP(Clone)
134.33060000, D_Obj, isVisible, Ob_NOVELO_SHEEP(Clone)
134.37730000, D_Obj, isInvisible, Ob_bubble(Clone)
134.46440000, D_Obj, isInvisible, Ob_11554_pilgrim_female_V2_L2(Clone)
134.50970000, D_Obj, isVisible, Ob_11554_pilgrim_female_V2_L2(Clone)
134.59930000, D_Obj, isInvisible, Ob_11554_pilgrim_female_V2_L2(Clone)
134.62150000, D_Obj, isVisible, Ob_11554_pilgrim_female_V2_L2(Clone)
134.66580000, D_Obj, isInvisible, Ob_11554_pilgrim_female_V2_L2(Clone)
134.79900000, D_Obj, isVisible, Ob_11554_pilgrim_female_V2_L2(Clone)
134.97830000, D_Obj, isVisible, Ob_bubble(Clone)
135.60550000, D_Obj, isInvisible, Ob_NOVELO_SHEEP(Clone)
135.64970000, D_Obj, isVisible, Ob_NOVELO_SHEEP(Clone)
139.97670000, Stopped Game
0.000000; Started Game; 16:21 14 July, 2020
10.759810; D_Obj; isVisible; Cube
10.759810; D_Obj; isVisible; DoorWay
14.412570; D_Obj; isVisible; Cube.001
14.568800; D_Obj; isInvisible; Cube
14.824920; D_Obj; isInvisible; DoorWay
15.093300; D_Obj; isVisible; Cube.002
15.328170; D_Obj; isInvisible; Cube.002
15.529740; D_Obj; isVisible; DoorWay
15.796630; D_Obj; isInvisible; DoorWay
16.758350; D_Obj; isInvisible; Cube.001
23.805920; D_Obj; isVisible; Cube
23.906310; D_Obj; isInvisible; Cube
23.950920; D_Obj; isVisible; Cube
24.319680; D_Obj; isInvisible; Cube
25.045510; D_Obj; isVisible; Cube.001
25.045510; D_Obj; isVisible; Cube.002
26.006360; D_Obj; isInvisible; Cube.002
26.141210; D_Obj; isVisible; DoorWay
26.509830; D_Obj; isInvisible; Cube.001
26.532100; D_Obj; isVisible; Cube
27.156720; D_Obj; isInvisible; DoorWay
33.058390; Stopped Game; 16:22 14 July, 2020
0.000000; Started Game; 16:23 14 July, 2020
6.856419; D_Obj; isVisible; DoorWay
13.346450; D_Obj; isInvisible; DoorWay
14.207220; D_Obj; isVisible; DoorWay
15.043460; D_Obj; isInvisible; DoorWay
24.480550; D_Obj; isVisible; DoorWay
25.105800; I_Menu2D; toggleMenu; topLevelMenu; (-9.5, 0.8, 0.2)
25.105800; D_Menu2D; isVisible; topLevelMenu
26.352790; D_Obj; isInvisible; DoorWay
26.768750; D_Menu2D; isInvisible; topLevelMenu
28.602540; D_Menu2D; isVisible; topLevelMenu
28.909740; D_Obj; isVisible; DoorWay
29.940150; D_Menu2D; isInvisible; topLevelMenu
29.940150; I_Menu2D; toggleMenu; submenu_Manmade; (-9.4, 1.0, 0.0)
29.940150; D_Menu2D; isVisible; submenu_Manmade
31.373230; D_Menu2D; isInvisible; submenu_Manmade
31.373230; I_Menu2D; toggleMenu; closed
31.373230; D_Obj; isVisible; Ob_chocolate(Clone)
32.020570; D_Obj; isInvisible; DoorWay
33.360330; D_Obj; isVisible; DoorWay
33.551330; D_Obj; isInvisible; Ob_chocolate(Clone)
34.578110; I_Menu2D; toggleMenu; topLevelMenu; (-9.3, 1.0, 0.1)
34.578110; D_Menu2D; isVisible; topLevelMenu
36.048500; D_Menu2D; isInvisible; topLevelMenu
36.048500; I_Menu2D; toggleMenu; submenu_Nature; (-9.3, 1.1, 0.3)
36.048500; D_Menu2D; isVisible; submenu_Nature
37.009730; D_Menu2D; isInvisible; submenu_Nature
37.009730; I_Menu2D; toggleMenu; closed
37.009730; D_Obj; isVisible; Ob_star(Clone)
40.095650; I_Menu2D; toggleMenu; topLevelMenu; (-9.3, 0.8, 0.0)
40.095650; D_Menu2D; isVisible; topLevelMenu
42.335850; D_Menu2D; isInvisible; topLevelMenu
42.335850; I_Menu2D; toggleMenu; submenu_Person; (-9.3, 0.7, 0.2)
42.335850; D_Menu2D; isVisible; submenu_Person
43.426890; D_Menu2D; isInvisible; submenu_Person
43.426890; I_Menu2D; toggleMenu; closed
43.426890; D_Obj; isVisible; Ob_Assassin(Clone)
45.100010; D_Obj; isInvisible; Ob_Assassin(Clone)
45.188960; D_Obj; isInvisible; DoorWay
45.211170; D_Obj; isVisible; Ob_chocolate(Clone)
45.522900; D_Obj; isInvisible; Ob_star(Clone)
45.981460; I_Menu2D; toggleMenu; topLevelMenu; (-9.6, 1.0, 0.7)
45.981460; D_Menu2D; isVisible; topLevelMenu
46.123560; D_Obj; isInvisible; Ob_chocolate(Clone)
46.435320; D_Obj; isVisible; Ob_star(Clone)
46.546560; D_Obj; isVisible; DoorWay
47.083760; D_Menu2D; isInvisible; topLevelMenu
47.083760; I_Menu2D; toggleMenu; submenu_Manmade; (-9.4, 1.2, 0.6)
47.083760; D_Menu2D; isVisible; submenu_Manmade
47.726170; D_Obj; isInvisible; DoorWay
47.904610; D_Obj; isInvisible; Ob_star(Clone)
47.994590; D_Obj; isVisible; Ob_chocolate(Clone)
48.353250; D_Menu2D; isInvisible; submenu_Manmade
49.235730; D_Menu2D; isVisible; submenu_Manmade
49.551000; D_Obj; isInvisible; Ob_chocolate(Clone)
49.571510; D_Obj; isVisible; Ob_star(Clone)
49.647150; D_Obj; isVisible; DoorWay
49.969660; D_Obj; isInvisible; DoorWay
50.205380; D_Obj; isInvisible; Ob_star(Clone)
50.272970; D_Menu2D; isInvisible; submenu_Manmade
50.272970; I_Menu2D; toggleMenu; closed
50.272970; D_Obj; isVisible; Ob_Martini_01(Clone)
51.536210; D_Obj; isVisible; Ob_star(Clone)
51.993460; D_Obj; isVisible; DoorWay
52.216940; D_Obj; isVisible; Ob_chocolate(Clone)
52.426970; I_Menu2D; toggleMenu; topLevelMenu; (-9.5, 0.9, 0.4)
52.426970; D_Menu2D; isVisible; topLevelMenu
52.467070; D_Obj; isInvisible; Ob_chocolate(Clone)
52.534180; D_Obj; isVisible; Ob_Assassin(Clone)
53.181520; D_Obj; isVisible; Ob_chocolate(Clone)
53.226070; D_Obj; isInvisible; Ob_Assassin(Clone)
53.315470; D_Obj; isInvisible; DoorWay
54.053310; D_Menu2D; isInvisible; topLevelMenu
54.053310; I_Menu2D; toggleMenu; submenu_Nature; (-9.6, 1.0, 0.5)
54.053310; D_Menu2D; isVisible; submenu_Nature
54.097590; D_Obj; isVisible; DoorWay
55.170310; D_Menu2D; isInvisible; submenu_Nature
55.170310; I_Menu2D; toggleMenu; closed
55.343040; D_Obj; isVisible; Ob_Assassin(Clone)
55.421360; D_Obj; isInvisible; Ob_chocolate(Clone)
55.879260; I_Menu2D; toggleMenu; topLevelMenu; (-9.4, 1.1, 0.4)
55.879260; D_Menu2D; isVisible; topLevelMenu
56.723880; D_Menu2D; isInvisible; topLevelMenu
56.723880; I_Menu2D; toggleMenu; submenu_Manmade; (-9.3, 1.3, 0.3)
56.723880; D_Menu2D; isVisible; submenu_Manmade
58.002800; D_Menu2D; isInvisible; submenu_Manmade
58.002800; I_Menu2D; toggleMenu; closed
58.002800; D_Obj; isVisible; Ob_chocolate(Clone)
58.984240; D_Obj; isVisible; Ob_chocolate(Clone)
58.994770; D_Obj; isInvisible; Ob_Assassin(Clone)
59.072890; D_Obj; isInvisible; DoorWay
59.399370; D_Obj; isInvisible; Ob_star(Clone)
60.345490; D_Obj; isVisible; Ob_star(Clone)
60.435750; I_Menu2D; toggleMenu; topLevelMenu; (-9.6, 0.9, 0.4)
60.435750; D_Menu2D; isVisible; topLevelMenu
60.521230; D_Obj; isVisible; DoorWay
60.521230; D_Obj; isVisible; Ob_Assassin(Clone)
60.656060; D_Obj; isInvisible; Ob_chocolate(Clone)
61.382510; D_Menu2D; isInvisible; topLevelMenu
61.382510; I_Menu2D; toggleMenu; submenu_Manmade; (-9.5, 1.1, 0.3)
61.382510; D_Menu2D; isVisible; submenu_Manmade
61.408210; D_Obj; isVisible; Ob_chocolate(Clone)
61.686800; D_Obj; isInvisible; Ob_Assassin(Clone)
61.697640; D_Obj; isInvisible; DoorWay
62.113800; D_Menu2D; isInvisible; submenu_Manmade
62.113800; I_Menu2D; toggleMenu; closed
62.113800; D_Obj; isVisible; Ob_chocolate(Clone)
62.445480; D_Obj; isInvisible; Ob_star(Clone)
63.196900; D_Obj; isVisible; Ob_star(Clone)
63.384840; D_Obj; isVisible; DoorWay
63.396180; D_Obj; isVisible; Ob_Assassin(Clone)
63.552770; D_Obj; isInvisible; Ob_chocolate(Clone)
63.742870; I_Menu2D; toggleMenu; topLevelMenu; (-9.4, 1.0, 0.3)
63.742870; D_Menu2D; isVisible; topLevelMenu
63.875930; D_Obj; isInvisible; Ob_chocolate(Clone)
64.453750; D_Obj; isVisible; Ob_chocolate(Clone)
64.699460; D_Obj; isInvisible; Ob_chocolate(Clone)
64.922810; D_Menu2D; isInvisible; topLevelMenu
64.922810; I_Menu2D; toggleMenu; submenu_Manmade; (-9.4, 1.2, 0.2)
64.922810; D_Menu2D; isVisible; submenu_Manmade
65.016530; D_Obj; isVisible; Ob_chocolate(Clone)
66.380070; D_Menu2D; isInvisible; submenu_Manmade
66.380070; I_Menu2D; toggleMenu; closed
66.380070; D_Obj; isVisible; Ob_Magnifying glass(Clone)
67.227510; D_Obj; isVisible; Ob_chocolate(Clone)
67.362410; D_Obj; isInvisible; Ob_Assassin(Clone)
67.418660; D_Obj; isInvisible; DoorWay
67.675440; D_Obj; isInvisible; Ob_star(Clone)
70.178840; D_Obj; isVisible; Ob_star(Clone)
70.367810; D_Obj; isVisible; DoorWay
70.412690; D_Obj; isVisible; Ob_Assassin(Clone)
70.511780; D_Obj; isInvisible; Ob_chocolate(Clone)
70.590000; D_Obj; isInvisible; Ob_Magnifying glass(Clone)
70.880680; D_Obj; isInvisible; Ob_chocolate(Clone)
71.305290; I_Menu2D; toggleMenu; topLevelMenu; (-9.3, 1.1, 0.3)
71.305290; D_Menu2D; isVisible; topLevelMenu
71.904360; D_Obj; isVisible; Ob_chocolate(Clone)
72.396480; D_Menu2D; isInvisible; topLevelMenu
72.396480; I_Menu2D; toggleMenu; submenu_Nature; (-9.4, 1.2, 0.4)
72.396480; D_Menu2D; isVisible; submenu_Nature
73.512080; D_Obj; isVisible; Ob_Magnifying glass(Clone)
73.759530; D_Obj; isVisible; Ob_chocolate(Clone)
73.892930; D_Obj; isInvisible; Ob_Assassin(Clone)
73.914370; D_Obj; isInvisible; DoorWay
74.018020; D_Obj; isInvisible; Ob_star(Clone)
74.240290; D_Obj; isInvisible; Ob_Martini_01(Clone)
74.240290; D_Menu2D; isInvisible; submenu_Nature
74.274070; D_Obj; isInvisible; Ob_chocolate(Clone)
74.385290; D_Obj; isInvisible; Ob_chocolate(Clone)
74.418820; D_Obj; isInvisible; Ob_Magnifying glass(Clone)
74.579440; D_Obj; isInvisible; Ob_chocolate(Clone)
75.851080; D_Obj; isVisible; Ob_chocolate(Clone)
76.031120; D_Obj; isVisible; Ob_Magnifying glass(Clone)
76.075580; D_Obj; isVisible; Ob_chocolate(Clone)
76.176820; D_Obj; isVisible; Ob_Martini_01(Clone)
76.176820; D_Obj; isVisible; Ob_chocolate(Clone)
76.188030; D_Menu2D; isVisible; submenu_Nature
76.366210; D_Obj; isVisible; Ob_star(Clone)
76.433840; D_Obj; isVisible; DoorWay
76.494010; D_Obj; isVisible; Ob_Assassin(Clone)
76.740250; D_Obj; isInvisible; Ob_chocolate(Clone)
76.897000; D_Obj; isInvisible; Ob_Magnifying glass(Clone)
77.144430; D_Menu2D; isInvisible; submenu_Nature
77.144430; I_Menu2D; toggleMenu; closed
77.144430; D_Obj; isVisible; Ob_rock_02(Clone)
78.084930; D_Obj; isInvisible; Ob_chocolate(Clone)
78.185660; I_Menu2D; toggleMenu; topLevelMenu; (-9.3, 1.0, 0.3)
78.185660; D_Menu2D; isVisible; topLevelMenu
79.477100; D_Obj; isVisible; Ob_chocolate(Clone)
79.744610; D_Obj; isVisible; Ob_Magnifying glass(Clone)
79.768680; D_Obj; isVisible; Ob_chocolate(Clone)
79.876880; D_Obj; isInvisible; Ob_Assassin(Clone)
79.900040; D_Obj; isInvisible; DoorWay
79.920970; D_Obj; isInvisible; Ob_star(Clone)
80.038020; D_Obj; isInvisible; Ob_Martini_01(Clone)
80.038020; D_Obj; isInvisible; Ob_rock_02(Clone)
80.048970; D_Obj; isInvisible; Ob_chocolate(Clone)
80.059790; D_Menu2D; isInvisible; topLevelMenu
80.161040; D_Obj; isInvisible; Ob_chocolate(Clone)
80.216390; D_Obj; isInvisible; Ob_Magnifying glass(Clone)
81.057710; D_Obj; isVisible; Ob_Magnifying glass(Clone)
81.080340; D_Menu2D; isVisible; topLevelMenu
81.113890; D_Obj; isVisible; Ob_chocolate(Clone)
81.270220; D_Obj; isVisible; Ob_chocolate(Clone)
81.270220; D_Obj; isVisible; Ob_rock_02(Clone)
81.281270; D_Obj; isVisible; Ob_Martini_01(Clone)
81.462030; D_Obj; isVisible; Ob_star(Clone)
81.534510; D_Obj; isVisible; DoorWay
81.597550; D_Obj; isVisible; Ob_Assassin(Clone)
81.666400; D_Obj; isInvisible; Ob_chocolate(Clone)
81.710230; D_Obj; isInvisible; Ob_Magnifying glass(Clone)
82.269970; D_Menu2D; isInvisible; topLevelMenu
82.269970; I_Menu2D; toggleMenu; submenu_Symbol; (-9.3, 0.8, 0.3)
82.269970; D_Menu2D; isVisible; submenu_Symbol
83.179190; D_Obj; isInvisible; Ob_chocolate(Clone)
84.719800; D_Menu2D; isInvisible; submenu_Symbol
84.719800; I_Menu2D; toggleMenu; closed
84.719800; D_Obj; isVisible; Ob_arrow(Clone)
85.546520; D_Obj; isVisible; Ob_chocolate(Clone)
85.869690; D_Obj; isVisible; Ob_chocolate(Clone)
86.461250; D_Obj; isInvisible; Ob_chocolate(Clone)
88.193440; D_Obj; isVisible; Ob_Magnifying glass(Clone)
88.215720; D_Obj; isVisible; Ob_chocolate(Clone)
88.684940; D_Obj; isInvisible; Ob_Assassin(Clone)
88.863210; D_Obj; isInvisible; DoorWay
89.133150; D_Obj; isInvisible; Ob_star(Clone)
89.604580; D_Obj; isVisible; Ob_star(Clone)
89.850770; D_Obj; isVisible; DoorWay
89.939390; D_Obj; isVisible; Ob_Assassin(Clone)
90.159720; D_Obj; isInvisible; Ob_Magnifying glass(Clone)
90.182400; D_Obj; isInvisible; Ob_chocolate(Clone)
90.393290; D_Obj; isInvisible; Ob_arrow(Clone)
90.674450; D_Obj; isInvisible; Ob_chocolate(Clone)
90.797350; I_Menu2D; toggleMenu; topLevelMenu; (-9.4, 1.0, 0.1)
90.797350; D_Menu2D; isVisible; topLevelMenu
91.350920; D_Obj; isInvisible; Ob_chocolate(Clone)
91.685390; D_Obj; isInvisible; Ob_rock_02(Clone)
91.751820; D_Obj; isInvisible; Ob_Martini_01(Clone)
93.114910; D_Obj; isVisible; Ob_Martini_01(Clone)
93.182080; D_Obj; isVisible; Ob_rock_02(Clone)
93.405310; D_Obj; isVisible; Ob_chocolate(Clone)
93.854490; D_Obj; isVisible; Ob_arrow(Clone)
93.875660; D_Obj; isVisible; Ob_chocolate(Clone)
94.745850; D_Menu2D; isInvisible; topLevelMenu
94.745850; I_Menu2D; toggleMenu; submenu_Person; (-9.5, 0.9, 0.3)
94.745850; D_Menu2D; isVisible; submenu_Person
95.412830; D_Obj; isVisible; Ob_Magnifying glass(Clone)
95.443580; D_Obj; isVisible; Ob_chocolate(Clone)
95.844550; D_Obj; isInvisible; Ob_Assassin(Clone)
95.878500; D_Obj; isInvisible; DoorWay
95.944810; D_Obj; isInvisible; Ob_star(Clone)
96.111970; D_Obj; isInvisible; Ob_rock_02(Clone)
96.123180; D_Obj; isInvisible; Ob_Martini_01(Clone)
96.134890; D_Obj; isInvisible; Ob_chocolate(Clone)
96.168790; D_Menu2D; isInvisible; submenu_Person
96.190650; D_Obj; isInvisible; Ob_arrow(Clone)
96.236330; D_Obj; isInvisible; Ob_chocolate(Clone)
96.326740; D_Obj; isInvisible; Ob_Magnifying glass(Clone)
96.905940; D_Obj; isVisible; Ob_Magnifying glass(Clone)
96.967840; D_Obj; isVisible; Ob_chocolate(Clone)
96.997200; D_Obj; isVisible; Ob_arrow(Clone)
96.997200; D_Menu2D; isVisible; submenu_Person
97.027010; D_Obj; isVisible; Ob_chocolate(Clone)
97.038200; D_Obj; isVisible; Ob_Martini_01(Clone)
97.049290; D_Obj; isVisible; Ob_rock_02(Clone)
97.228770; D_Obj; isVisible; Ob_star(Clone)
97.296460; D_Obj; isVisible; DoorWay
97.331020; D_Obj; isVisible; Ob_Assassin(Clone)
97.578540; D_Obj; isInvisible; Ob_chocolate(Clone)
97.578540; D_Obj; isInvisible; Ob_Magnifying glass(Clone)
97.768080; D_Obj; isInvisible; Ob_chocolate(Clone)
97.789180; D_Obj; isInvisible; Ob_arrow(Clone)
98.660320; D_Obj; isInvisible; Ob_chocolate(Clone)
99.464570; D_Menu2D; isInvisible; submenu_Person
99.464570; I_Menu2D; toggleMenu; closed
99.464570; D_Obj; isVisible; Ob_11554_pilgrim_female_V2_L2(Clone)
99.755090; D_Obj; isVisible; Ob_chocolate(Clone)
100.268600; D_Obj; isVisible; Ob_arrow(Clone)
100.334600; D_Obj; isVisible; Ob_chocolate(Clone)
101.410300; D_Obj; isInvisible; Ob_chocolate(Clone)
101.431900; D_Obj; isInvisible; Ob_arrow(Clone)
